,County,State,Outbreak Date,Flock Type,Flock Size
322,Doniphan,Kansas,12/18/2024,Commercial Raised for Release Upland Game Bird,5700
323,Monona,Iowa,12/17/2024,WOAH Non-Poultry,30
324,Stanislaus,California,12/17/2024,Commercial Turkey Meat Bird,33100
325,Bon Homme,South Dakota,12/17/2024,Commercial Turkey Meat Bird,48700
326,Lemhi,Idaho,12/17/2024,WOAH Non-Poultry,20
327,Charles Mix,South Dakota,12/17/2024,Commercial Turkey Meat Bird,74800
328,Lancaster,Nebraska,12/17/2024,WOAH Poultry,290
329,Worth,Iowa,12/17/2024,Commercial Turkey Meat Bird,19500
330,O'brien,Iowa,12/17/2024,Commercial Table Egg Layer,351400
331,Lemhi,Idaho,12/17/2024,WOAH Non-Poultry,150
332,Charles Mix,South Dakota,12/17/2024,WOAH Poultry,1800
333,Sioux,Iowa,12/17/2024,Commercial Table Egg Layer,428600
334,Merced,California,12/16/2024,Commercial Turkey Meat Bird,53100
335,Sarpy,Nebraska,12/16/2024,WOAH Non-Poultry,30
336,Merced,California,12/16/2024,Commercial Table Egg Pullets,424700
337,Bossier,Louisiana,12/14/2024,WOAH Non-Poultry,40
338,Monterey,California,12/14/2024,Commercial Duck Breeder,13700
339,Merced,California,12/14/2024,Commercial Duck Meat Bird,119000
340,Tulare,California,12/14/2024,Commercial Duck Meat Bird,41100
341,Barron,Wisconsin,12/13/2024,Commercial Turkey Breeder Hens,13200
342,Tulare,California,12/13/2024,Commercial Broiler Production,514500
343,Livingston,Illinois,12/13/2024,Commercial Turkey Breeder Hens,40500
344,Craighead,Arkansas,12/12/2024,WOAH Non-Poultry,10
345,Kingsbury,South Dakota,12/12/2024,Commercial Turkey Meat Bird,39300
346,Sac,Iowa,12/12/2024,Commercial Turkey Meat Bird,45200
347,Pope,Arkansas,12/12/2024,WOAH Non-Poultry,40
348,Dodge,Nebraska,12/11/2024,WOAH Non-Poultry,10
349,Adair,Oklahoma,12/11/2024,WOAH Poultry,40000
350,Brule,South Dakota,12/11/2024,Commercial Turkey Meat Bird,50900
351,Sioux,Iowa,12/11/2024,Commercial Table Egg Layer,1575700
352,Palo Alto,Iowa,12/11/2024,Commercial Turkey Meat Bird,31100
353,Cedar,Missouri,12/10/2024,WOAH Non-Poultry,20
354,Jewell,Kansas,12/10/2024,WOAH Non-Poultry,40
355,Charles Mix,South Dakota,12/10/2024,Commercial Turkey Meat Bird,32400
356,Moody,South Dakota,12/10/2024,Commercial Turkey Meat Bird,46700
357,Franklin,Idaho,12/10/2024,WOAH Non-Poultry,40
358,Jefferson,Idaho,12/10/2024,WOAH Non-Poultry,60
359,Tulare,California,12/10/2024,Commercial Broiler Production,330200
360,La Plata,Colorado,12/10/2024,WOAH Non-Poultry,20
361,Daviess,Missouri,12/10/2024,WOAH Poultry,19900
362,Beadle,South Dakota,12/10/2024,Commercial Turkey Meat Bird,52200
363,Stanislaus,California,12/10/2024,Commercial Duck Breeder,82600
364,Hutchinson,South Dakota,12/9/2024,Commercial Turkey Meat Bird,42800
365,Kern,California,12/9/2024,WOAH Poultry,45400
366,Beadle,South Dakota,12/9/2024,Commercial Turkey Meat Bird,50600
367,Lafayette,Arkansas,12/9/2024,WOAH Non-Poultry,40
368,Sioux,Iowa,12/6/2024,Commercial Table Egg Layer,4200000
369,Stanislaus,California,12/6/2024,WOAH Poultry,44100
370,Nemaha,Nebraska,12/6/2024,Commercial Turkey Breeder Hens,12400
371,Pitkin,Colorado,12/6/2024,WOAH Non-Poultry,50
372,Washakie,Wyoming,12/6/2024,WOAH Non-Poultry,20
373,Merced,California,12/5/2024,Commercial Table Egg Layer,306100
374,Merced,California,12/5/2024,Commercial Table Egg Layer,1723800
375,Merced,California,12/5/2024,Commercial Table Egg Layer,793700
376,San Joaquin,California,12/5/2024,Commercial Duck Meat Bird,13000
377,Sacramento,California,12/4/2024,Commercial Turkey Meat Bird,61200
378,Riverside,California,12/4/2024,WOAH Non-Poultry,70
379,Stanislaus,California,12/4/2024,Commercial Turkey Meat Bird,23100
380,Stanislaus,California,12/4/2024,Commercial Table Egg Layer,720800
381,Stanislaus,California,12/4/2024,Commercial Turkey Meat Bird,57700
382,Charles Mix,South Dakota,12/4/2024,Commercial Turkey Meat Bird,65200
383,Fresno,California,12/3/2024,Commercial Broiler Production,237100
384,Spink,South Dakota,12/3/2024,Commercial Turkey Meat Bird,41400
385,Douglas,Kansas,12/3/2024,WOAH Non-Poultry,100
386,Adair,Oklahoma,12/3/2024,Commercial Broiler Breeder,63700
387,Utah,Utah,12/3/2024,WOAH Non-Poultry,30
388,Mcpherson,South Dakota,12/3/2024,Commercial Turkey Meat Bird,78200
389,Bottineau,North Dakota,12/2/2024,WOAH Poultry,30
390,Meeker,Minnesota,11/29/2024,Commercial Turkey Meat Bird,223800
391,Fresno,California,11/29/2024,Commercial Duck Breeder,23100
392,Merced,California,11/29/2024,Commercial Turkey Meat Bird,25200
393,Fresno,California,11/29/2024,Commercial Broiler Production,266400
394,Tulare,California,11/29/2024,Commercial Duck Breeder,26500
395,Gibson,Tennessee,11/29/2024,Commercial Broiler Breeder,37700
396,Beadle,South Dakota,11/27/2024,Commercial Turkey Meat Bird,41100
397,Ransom,North Dakota,11/27/2024,Commercial Turkey Meat Bird,59500
398,Sanpete,Utah,11/27/2024,Commercial Turkey Meat Bird,51800
399,Meeker,Minnesota,11/27/2024,Commercial Turkey Meat Bird,24700
400,Faulk,South Dakota,11/27/2024,Commercial Turkey Meat Bird,56000
401,Union,Oregon,11/27/2024,WOAH Non-Poultry,30
402,Matanuska Susitna,Alaska,11/26/2024,WOAH Non-Poultry,70
403,Meeker,Minnesota,11/25/2024,Commercial Turkey Meat Bird,30500
404,Mchenry,North Dakota,11/22/2024,WOAH Poultry,80
